ORD.,SIGA,GRUPO,GRUPO MATERIAL/SERVIÇO,CLASSE,CLASSE MATERIAL/SERVIÇO,"Nº TOMBO
ANTERIOR",ORIGEM anterior,"Nº TOMBO
ATUAL",ORIGEM ATUAL,NED,NF,VALOR,DESCRIÇÃO DO MATERIAL ( SISTEMA),DESCRIÇÃO RESUMIDA,QUANTIDADE,SITUAÇÃO,GALPÃO,ESTOQUE,SAÍDA,SALDO
770,825335,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"CESTO PARA LIXO, TIPO BASCULANTE, POLIPROPILENO, 100 LITROS, ALCA LATERAL, EMBALAGEM 1.0 UNIDADE",DEPÓSITO PARA LIXO POLIPROPILENO,1,BOM,SEAS,1,0,1
771,825335,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"CESTO PARA LIXO, TIPO BASCULANTE, POLIPROPILENO, 100 LITROS, ALCA LATERAL, EMBALAGEM 1.0 UNIDADE",DEPÓSITO PARA LIXO POLIPROPILENO,1,BOM,SEAS,1,0,1
772,825335,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"CESTO PARA LIXO, TIPO BASCULANTE, POLIPROPILENO, 100 LITROS, ALCA LATERAL, EMBALAGEM 1.0 UNIDADE",DEPÓSITO PARA LIXO POLIPROPILENO,1,BOM,SEAS,1,0,1
773,825335,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"CESTO PARA LIXO, TIPO BASCULANTE, POLIPROPILENO, 100 LITROS, ALCA LATERAL, EMBALAGEM 1.0 UNIDADE",DEPÓSITO PARA LIXO POLIPROPILENO,1,BOM,SEAS,1,0,1
774,825335,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"CESTO PARA LIXO, TIPO BASCULANTE, POLIPROPILENO, 100 LITROS, ALCA LATERAL, EMBALAGEM 1.0 UNIDADE",DEPÓSITO PARA LIXO POLIPROPILENO,1,BOM,SEAS,1,0,1
775,825335,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"CESTO PARA LIXO, TIPO BASCULANTE, POLIPROPILENO, 100 LITROS, ALCA LATERAL, EMBALAGEM 1.0 UNIDADE",DEPÓSITO PARA LIXO POLIPROPILENO,1,BOM,SEAS,1,0,1
776,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
777,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
778,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
779,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
780,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
781,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
782,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
783,721699,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,,,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX, TAMPA, PEDAL, 01 ANO DE GARANTIA, UNIDADE 1.0 UNIDADE",DEPÓSITO PARA LIXO INOX,1,BOM,SEAS,1,0,1
784,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46592,STDS,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,0,1
785,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46593,STDS,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,0,1
786,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46585,STDS,6878,SEAS,-,-,-,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,1,0
787,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46588,STDS,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,0,1
788,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46590,STDS,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,1,0
789,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46587,STDS,06880,SEAS,-,-,-,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,1,0
790,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46586,STDS,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,0,1
791,FALTA,72,"ARTIGOS, UTENSILIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30,RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL,46584,STDS,,,,,,"DEPOSITO PARA LIXO, LIXEIRA, ACO INOX INDUSTRIAL, TAMPA, PEDAL,RODÍZIO",DEPOSITO PARA LIXO INOX INDUSTRIAL,1,BOM,SEAS,1,1,0
792,765650,72,"ARTIGOS, UTENSÍLIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",10," GUARNIÇÕES DE CAMA, MESA E ARTIGOS DE PANO ",Ñ TOMBA,STDS,,,,,,"PANO DE COPA E COZINHA, 100% ALGODÃO, BAINHA, 37 CM X 65 CM ( L X C), PACOTE",PANO DE PRATO,300,BOM,SEAS,300,0,300
793,FALTA,72,"ARTIGOS, UTENSÍLIOS, E UTILIDADES DE USO DOMESTICO E COMERCIAL",30, RECIPIENTES E UTILIDADES DE USO DOMESTICO E COMERCIAL ,Ñ TOMBA,STDS,,,,,,"CESTO, PLÁSTICO, COM TAMPA, CAPACIDADE 35 LITROS",CESTO PLÁSTICO DE 35 LITROS,20,BOM,SEAS,10,0,10
794,,43,BOMBAS E COMPRESSORES ,10,COMPRESSORES E ACESSÓRIOS,1548843,DATERRA,,,,,,,COMPRESSOR,1,BOM,SEAS,1,0,1
795,234117,47,"CANO, TUBOS, MANGUEIRAS E ACESSORIOS",20,MANGUEIRAS E TUBULAÇÕES FLEXISÍVEIS,Ñ TOMBA,STDS,,,,,,"MANGUEIRA, JARDIM 32 - 1/2, COR VERDE, UNIDADE 1.0 UNIDADE",MANGUEIRA 20M,1,BOM,SEAS,1,0,1
796,234117,47,"CANO, TUBOS, MANGUEIRAS E ACESSORIOS",20,MANGUEIRAS E TUBULAÇÕES FLEXISÍVEIS,Ñ TOMBA,STDS,,,,,,"MANGUEIRA, JARDIM 32 - 1/2, COR VERDE, UNIDADE 1.0 UNIDADE",MANGUEIRA PARA JARDIM 50 M,20,BOM,SEAS,20,1,19
797,933064,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,65," FONES, MICROFONES E ALTO-FALANTES",45045,STDS,,,,,,"AMPLIFICADOR, 3.200W RMS TOTAL, CAIXA 1.0 UNIDADE",AMPLIFICADOR DE SOM  ,1,BOM,SEAS,1,0,1
798,965707,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,55,ACESSÓRIOS PARA SOM,48032,STDS,,,,,,"CAIXA AMPLIFICADORA ATIVA COM USB, POTENCIA RMS 8W, ALIMENTACAO BIVOLT AUTOMATICO FONTE INTERNA EMBALAGEM 1.0 UNIDADE",CAIXA AMPLIFICADOR DE SOM ATIVA,1,BOM,SEAS,1,1,0
799,965707,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,55,ACESSÓRIOS PARA SOM,48031,STDS,,,,,,"CAIXA AMPLIFICADORA ATIVA COM USB, POTENCIA RMS 8W, ALIMENTACAO BIVOLT AUTOMATICO FONTE INTERNA EMBALAGEM 1.0 UNIDADE",CAIXA AMPLIFICADOR DE SOM ATIVA,1,BOM,SEAS,1,0,1
800,965707,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,55,ACESSÓRIOS PARA SOM,48057,STDS,,,,,,"CAIXA AMPLIFICADORA ATIVA COM USB, POTENCIA RMS 8W, ALIMENTACAO BIVOLT AUTOMATICO FONTE INTERNA EMBALAGEM 1.0 UNIDADE",CAIXA AMPLIFICADOR DE SOM ATIVA,1,BOM,SEAS,1,0,1
801,965707,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,55,ACESSÓRIOS PARA SOM,48033,STDS,,,,,,"CAIXA AMPLIFICADORA ATIVA COM USB, POTENCIA RMS 8W, ALIMENTACAO BIVOLT AUTOMATICO FONTE INTERNA EMBALAGEM 1.0 UNIDADE",CAIXA AMPLIFICADOR DE SOM ATIVA,1,BOM,SEAS,1,0,1
802,965707,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,55,ACESSÓRIOS PARA SOM,48034,STDS,,,,,,"CAIXA AMPLIFICADORA ATIVA COM USB, POTENCIA RMS 8W, ALIMENTACAO BIVOLT AUTOMATICO FONTE INTERNA EMBALAGEM 1.0 UNIDADE",CAIXA AMPLIFICADOR DE SOM ATIVA,1,BOM,SEAS,1,0,1
803,965707,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,55,ACESSÓRIOS PARA SOM,48058,STDS,,,,,,"CAIXA AMPLIFICADORA ATIVA COM USB, POTENCIA RMS 8W, ALIMENTACAO BIVOLT AUTOMATICO FONTE INTERNA EMBALAGEM 1.0 UNIDADE",CAIXA AMPLIFICADOR DE SOM ATIVA,1,BOM,SEAS,1,1,0
804,933064,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,65," FONES, MICROFONES E ALTO-FALANTES",.,STDS,,,,,,"AMPLIFICADOR, 3.200W RMS TOTAL, CAIXA 1.0 UNIDADE",AMPLIFICADOR DE SOM  ,1,BOM,SEAS,1,0,1
805,933064,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,65," FONES, MICROFONES E ALTO-FALANTES",48056,STDS,07575,SEAS,-,-,-,"AMPLIFICADOR, 3.200W RMS TOTAL, CAIXA 1.0 UNIDADE",AMPLIFICADOR DE SOM  ,1,BOM,SEAS,1,1,0
806,933064,59,COMPONENTES DE EQUIPAMENTOS ELETRICOS E ELETRONICOS,65," FONES, MICROFONES E ALTO-FALANTES",48055,STDS,04823,SEAS,-,-,-,"AMPLIFICADOR, 3.200W RMS TOTAL, CAIXA 1.0 UNIDADE",AMPLIFICADOR DE SOM  ,1,BOM,SEAS,1,0,1
807,940300,59,COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS,65,"FONES, MICROFONES E ALTO-FALANTES",SEM TOMBO,STDS,,,,,,"MICROFONE, COM FIO, RECEPTOR EM FREQUÊNCIA SM 58, AVULSO ",MICROFONE COM FIO,1,BOM,SEAS,1,1,0
808,940300,59,COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS ,65,"FONES, MICROFONES E ALTO-FALANTES ",SEM TOMBO,STDS,,,,,,"MICROFONE, COM FIO, RECEPTOR EM FREQUÊNCIA SM 58",MICROFONE COM FIO,1,BOM,SEAS,1,1,0
809,940300,59,COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS ,65,"FONES, MICROFONES E ALTO-FALANTES ",SEM TOMBO,STDS,,,,,,"MICROFONE, COM FIO, RECEPTOR EM FREQUÊNCIA SM 58",MICROFONE COM FIO,1,BOM,SEAS,1,0,1
810,938032,59,COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS ,65,"FONES, MICROFONES E ALTO-FALANTES ",48030,STDS,,,,,,"MICROFONE, DE MÃO, SEM FIO, UHF, FAIXA PORTADORA DE FREQUÊNCIA RF(A: 518-554 MHZ, B: 626-662 MHZ, C: 740-776 MHZ, D: 786-822 MHZ, E: 830-886 MHZ), RESPOSTA TOTAL DE FREQUÊNCIA DE 40HZ-18KHZ, RECEPTOR DIVERSIDADE REAL EM 100G2,SAÍDA XLR E FONE DE 1/4”,NÍVEL MÁXIMO SAÍDA +10 DBU BALANCEADA E +4 DBU NÃO BALANCEADA,TRANSMISSOR DE MÃO SKM100,CONTROLE DE NÍVEL DE ENTRADA DE MICROFONE VARIÁVEL",MICROFONE SEM FIO,1,BOM,,1,1,0
810,938032,59,COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS ,65,"FONES, MICROFONES E ALTO-FALANTES ",48084,STDS,,,,,,"MICROFONE, DE MÃO, SEM FIO, UHF, FAIXA PORTADORA DE FREQUÊNCIA RF(A: 518-554 MHZ, B: 626-662 MHZ, C: 740-776 MHZ, D: 786-822 MHZ, E: 830-886 MHZ), RESPOSTA TOTAL DE FREQUÊNCIA DE 40HZ-18KHZ, RECEPTOR DIVERSIDADE REAL EM 100G2,SAÍDA XLR E FONE DE 1/4”,NÍVEL MÁXIMO SAÍDA +10 DBU BALANCEADA E +4 DBU NÃO BALANCEADA,TRANSMISSOR DE MÃO SKM100,CONTROLE DE NÍVEL DE ENTRADA DE MICROFONE VARIÁVEL",MICROFONE SEM FIO,1,BOM,,1,1,0
811,938032,59,COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS ,65,"FONES, MICROFONES E ALTO-FALANTES ",47516,STDS,,,,,,"MICROFONE, DE MÃO, SEM FIO, UHF, FAIXA PORTADORA DE FREQUÊNCIA RF(A: 518-554 MHZ, B: 626-662 MHZ, C: 740-776 MHZ, D: 786-822 MHZ, E: 830-886 MHZ), RESPOSTA TOTAL DE FREQUÊNCIA DE 40HZ-18KHZ, RECEPTOR DIVERSIDADE REAL EM 100G2,SAÍDA XLR E FONE DE 1/4”,NÍVEL MÁXIMO SAÍDA +10 DBU BALANCEADA E +4 DBU NÃO BALANCEADA,TRANSMISSOR DE MÃO SKM100,CONTROLE DE NÍVEL DE ENTRADA DE MICROFONE VARIÁVEL",MICROFONE SEM FIO,1,BOM,,1,1,0
812,739662,45,"EQUIPAMENTO DE INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE CALEFAÇÃO",10,APARELHOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS,Ñ TOMBA,STDS,,,,,,"ASPERSOR, PLÁSTICO RESISTENTE OU PVC, 03 SAÍDAS, JARDIM ",ASPERSOR,30,BOM,SEAS,1,0,1
813,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50193,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
814,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50194,STDS,,,3044,000.000.021,"R$ 5.000,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
815,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50196,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
816,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50197,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
817,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50198,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
818,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50199,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
819,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50200,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,1,0
820,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50201,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
821,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTOLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50202,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
822,890244,65,"EQUIPAMENTO, MEDICAMENTOS, ARTIGOS DE USO MEDICO, ODONTÓLOGICO, E HOSPITALAR",11,EQUIPAMENTOS E MOBILIARIO DE USO ODONTOLOGICO,50195,STDS,,,3044,000.000.021,"R$ 500,00","ARMARIO, DE MEDICAMENTO, TIPO VITRINE, 360 X 520 X 1450 MM, PORTA E 4 PRATELEIRAS EM VIDRO, EM ACO, COR BRANCA, AVULSO 1.0 UNIDADE",ARMARIO DE AÇO VITRINI 2 PORTAS,1,BOM,SEAS,1,0,1
823,236527,58,"EQUIPAMENTOS DE COMUNICAÇÃO, DETECÇÃO E RADIAÇÃO",5,EQUIPAMENTOS TELEFONICOS E TELEGRAFICOS,39976,STDS,,,,,,"TELEFONE, COR PRETA, 03 FUNCOES (FLASH/ REDIAL/ MUTE), OPCAO DE CHAVE DE BLOQUEIO, COM FIO, POSICAO MESA E PAREDE, CAIXA 1.0 UNIDADE",APARELHO DE TELEFONE COM FIO,1,BOM,SEAS,1,0,1
823,236527,58,"EQUIPAMENTOS DE COMUNICAÇÃO, DETECÇÃO E RADIAÇÃO",5,EQUIPAMENTOS TELEFONICOS E TELEGRAFICOS,41196,STDS,00085,SEAS,-,-,-,"TELEFONE, COR PRETA, 03 FUNCOES (FLASH/ REDIAL/ MUTE), OPCAO DE CHAVE DE BLOQUEIO, COM FIO, POSICAO MESA E PAREDE, CAIXA 1.0 UNIDADE",APARELHO DE TELEFONE COM FIO,1,RUIM,SEAS,1,0,1
823,236527,58,"EQUIPAMENTOS DE COMUNICAÇÃO, DETECÇÃO E RADIAÇÃO",5,EQUIPAMENTOS TELEFONICOS E TELEGRAFICOS,SEM TOMBO,STDS,00159,SEAS,,,,"TELEFONE, COR PRETA, 03 FUNCOES (FLASH/ REDIAL/ MUTE), OPCAO DE CHAVE DE BLOQUEIO, COM FIO, POSICAO MESA E PAREDE, CAIXA 1.0 UNIDADE",APARELHO DE TELEFONE COM FIO,1,REGULAR,SEAS,1,0,1
823,236527,58,"EQUIPAMENTOS DE COMUNICAÇÃO, DETECÇÃO E RADIAÇÃO",5,EQUIPAMENTOS TELEFONICOS E TELEGRAFICOS,41195,STDS,,,,,,"TELEFONE, COR PRETA, 03 FUNCOES (FLASH/ REDIAL/ MUTE), OPCAO DE CHAVE DE BLOQUEIO, COM FIO, POSICAO MESA E PAREDE, CAIXA 1.0 UNIDADE",APARELHO DE TELEFONE COM FIO,1,RUIM,SEAS,1,0,1
823,236527,58,"EQUIPAMENTOS DE COMUNICAÇÃO, DETECÇÃO E RADIAÇÃO",5,EQUIPAMENTOS TELEFONICOS E TELEGRAFICOS,41193,STDS,00377,,,,,"TELEFONE, COR PRETA, 03 FUNCOES (FLASH/ REDIAL/ MUTE), OPCAO DE CHAVE DE BLOQUEIO, COM FIO, POSICAO MESA E PAREDE, CAIXA 1.0 UNIDADE",APARELHO DE TELEFONE COM FIO,1,RUIM,SEAS,1,0,1
824,310174,70,"EQUIPAMENTOS DE PROCESSAMENTO DE DADOS, DE SUPORTE SOFTWARE E SUPRIMENTOS",30,DISPOSITIVOS PARA CONTROLE DE MICRO E MINI COMPUTADORES,48346,STDS,00423,,,,,"TECLADO, 115 TECLAS, COMPRIMENTO DO CABO 1,5 M, DIMENSOES: 17 X 39,5 X 1,2 CM, INTERFACE USB, PADRAO ABNT 2, UNIDADE 1.0 UNIDADE",TECLADO PARA MICRO COMPUTADOR,1,BOM,SEAS,1,1,0
